Data,Hora,Data Valor,Produto,ISIN,Descrição,T.,Mudança,,Saldo,,ID da Ordem
16-03-2020,19:46,16-03-2020,CALLON PETROLEUM,US13123X1028,Imposto de selo Londres/Dublin,,EUR,0.28,EUR,233.41,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,19:46,16-03-2020,CALLON PETROLEUM,US13123X1028,Imposto de selo Londres/Dublin,,EUR,0.28,EUR,233.13,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,19:46,16-03-2020,CALLON PETROLEUM,US13123X1028,Imposto de selo Londres/Dublin,,EUR,0.28,EUR,232.85,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,19:46,16-03-2020,CALLON PETROLEUM,US13123X1028,Imposto de selo Londres/Dublin,,EUR,0.28,EUR,232.57,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,19:46,16-03-2020,CALLON PETROLEUM,US13123X1028,Imposto de selo Londres/Dublin,,EUR,0.28,EUR,232.29,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,19:46,16-03-2020,CALLON PETROLEUM,US13123X1028,Imposto de selo Londres/Dublin,,EUR,0.23,EUR,232.01,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,19:46,16-03-2020,CALLON PETROLEUM,US13123X1028,Imposto de selo Londres/Dublin,,EUR,0.28,EUR,231.78,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,19:43,16-03-2020,CARNIVAL CORP,PA1436583006,Imposto de selo Londres/Dublin,,EUR,1.59,EUR,231.50,3797a4d5-04d7-431a-
,,,,,,,,,,,a8ad-b1d2d121ffcc
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Crédito de divisa,1.1126,USD,11.34,USD,0.00,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Levantamento de divisa,,EUR,-10.19,EUR,229.91,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.06,EUR,240.10,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Imposto de selo Londres/Dublin,,EUR,-0.05,EUR,240.16,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Crédito de divisa,1.1126,USD,63.00,USD,-11.34,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Levantamento de divisa,,EUR,-56.62,EUR,240.21,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.36,EUR,296.83,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Imposto de selo Londres/Dublin,,EUR,-0.28,EUR,297.19,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Crédito de divisa,1.1126,USD,63.00,USD,-74.34,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Levantamento de divisa,,EUR,-56.62,EUR,297.47,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.36,EUR,354.09,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Imposto de selo Londres/Dublin,,EUR,-0.28,EUR,354.45,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Crédito de divisa,1.1126,USD,63.00,USD,-137.34,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Levantamento de divisa,,EUR,-56.62,EUR,354.73,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.36,EUR,411.35,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Imposto de selo Londres/Dublin,,EUR,-0.28,EUR,411.71,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Crédito de divisa,1.1126,USD,63.00,USD,-200.34,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Levantamento de divisa,,EUR,-56.62,EUR,411.99,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.36,EUR,468.61,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Imposto de selo Londres/Dublin,,EUR,-0.28,EUR,468.97,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Crédito de divisa,1.1126,USD,63.00,USD,-263.34,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Levantamento de divisa,,EUR,-56.62,EUR,469.25,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.36,EUR,525.87,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Imposto de selo Londres/Dublin,,EUR,-0.28,EUR,526.23,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Crédito de divisa,1.1126,USD,63.00,USD,-326.34,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Levantamento de divisa,,EUR,-56.62,EUR,526.51,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.36,EUR,583.13,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Imposto de selo Londres/Dublin,,EUR,-0.28,EUR,583.49,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Crédito de divisa,1.1126,USD,51.66,USD,-389.34,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Levantamento de divisa,,EUR,-46.43,EUR,583.77,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.29,EUR,630.20,f34441be-b5e6-433a-
,,,,,,,,,,,b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Imposto de selo Londres/Dublin,,EUR,-0.23,EUR,630.49,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Crédito de divisa,1.1126,USD,63.00,USD,-441.00,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Levantamento de divisa,,EUR,-56.62,EUR,630.72,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,687.34,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.36,EUR,687.84,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,Imposto de selo Londres/Dublin,,EUR,-0.28,EUR,688.20,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,"Compra 18 Callon Petroleum@0,63 USD (US13123X1028)",,USD,-11.34,USD,-504.00,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,"Compra 100 Callon Petroleum@0,63 USD (US13123X1028)",,USD,-63.00,USD,-492.66,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,"Compra 100 Callon Petroleum@0,63 USD (US13123X1028)",,USD,-63.00,USD,-429.66,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,"Compra 100 Callon Petroleum@0,63 USD (US13123X1028)",,USD,-63.00,USD,-366.66,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,"Compra 100 Callon Petroleum@0,63 USD (US13123X1028)",,USD,-63.00,USD,-303.66,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,"Compra 100 Callon Petroleum@0,63 USD (US13123X1028)",,USD,-63.00,USD,-240.66,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,"Compra 100 Callon Petroleum@0,63 USD (US13123X1028)",,USD,-63.00,USD,-177.66,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,"Compra 82 Callon Petroleum@0,63 USD (US13123X1028)",,USD,-51.66,USD,-114.66,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:32,16-03-2020,CALLON PETROLEUM,US13123X1028,"Compra 100 Callon Petroleum@0,63 USD (US13123X1028)",,USD,-63.00,USD,-63.00,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:29,16-03-2020,CARNIVAL CORP,PA1436583006,Crédito de divisa,1.1124,USD,354.20,USD,0.00,3797a4d5-04d7-431a-a8ad-b1d2d121ffcc
16-03-2020,15:29,16-03-2020,CARNIVAL CORP,PA1436583006,Levantamento de divisa,,EUR,-318.41,EUR,688.48,3797a4d5-04d7-431a-a8ad-b1d2d121ffcc
16-03-2020,15:29,16-03-2020,CARNIVAL CORP,PA1436583006,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,1006.89,3797a4d5-04d7-431a-a8ad-b1d2d121ffcc
16-03-2020,15:29,16-03-2020,CARNIVAL CORP,PA1436583006,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.08,EUR,1007.39,3797a4d5-04d7-431a-a8ad-b1d2d121ffcc
16-03-2020,15:29,16-03-2020,CARNIVAL CORP,PA1436583006,Imposto de selo Londres/Dublin,,EUR,-1.59,EUR,1007.47,3797a4d5-04d7-431a-a8ad-b1d2d121ffcc
16-03-2020,15:29,16-03-2020,CARNIVAL CORP,PA1436583006,"Compra 22 Carnival Corp@16,1 USD (PA1436583006)",,USD,-354.20,USD,-354.20,3797a4d5-04d7-431a-a8ad-b1d2d121ffcc
16-03-2020,12:09,13-03-2020,EUR CASH FUND FUNDSHARE,NL0010661914,"Conversão do Fundo do Mercado Monetário: Compra 1 012,9659 @ 0,9871 EUR",,EUR,2.94,EUR,1009.06,
13-03-2020,11:03,13-03-2020,,,Depósito,,EUR,1000.00,EUR,1006.13,
06-03-2020,12:04,05-03-2020,EUR CASH FUND FUNDSHARE,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 479,9776 @ 0,9874 EUR",,EUR,-1.25,EUR,6.13,
04-03-2020,17:50,04-03-2020,CALLON PETROLEUM,US13123X1028,Crédito de divisa,1.1118,USD,143.25,USD,0.00,c164cb16-98af-413c-a1b9-573671334a65
04-03-2020,17:50,04-03-2020,CALLON PETROLEUM,US13123X1028,Levantamento de divisa,,EUR,-128.85,EUR,7.38,c164cb16-98af-413c-a1b9-573671334a65
04-03-2020,17:50,04-03-2020,CALLON PETROLEUM,US13123X1028,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.27,EUR,136.23,c164cb16-98af-413c-a1b9-573671334a65
04-03-2020,17:50,04-03-2020,CALLON PETROLEUM,US13123X1028,Crédito de divisa,1.1118,USD,382.00,USD,-143.25,c164cb16-98af-413c-a1b9-573671334a65
04-03-2020,17:50,04-03-2020,CALLON PETROLEUM,US13123X1028,Levantamento de divisa,,EUR,-343.59,EUR,136.50,c164cb16-98af-413c-a1b9-573671334a65
04-03-2020,17:50,04-03-2020,CALLON PETROLEUM,US13123X1028,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,480.09,c164cb16-98af-413c-a1b9-573671334a65
04-03-2020,17:50,04-03-2020,CALLON PETROLEUM,US13123X1028,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.72,EUR,480.59,c164cb16-98af-413c-a1b9-573671334a65
04-03-2020,17:50,04-03-2020,CALLON PETROLEUM,US13123X1028,"Compra 75 Callon Petroleum@1,91 USD (US13123X1028)",,USD,-143.25,USD,-525.25,c164cb16-98af-413c-a1b9-573671334a65
04-03-2020,17:50,04-03-2020,CALLON PETROLEUM,US13123X1028,"Compra 200 Callon Petroleum@1,91 USD (US13123X1028)",,USD,-382.00,USD,-382.00,c164cb16-98af-413c-a1b9-573671334a65
03-03-2020,15:52,02-03-2020,EUR CASH FUND FUNDSHARE,NL0010661914,"Conversão do Fundo do Mercado Monetário: Compra 28,5873 @ 0,9875 EUR",,EUR,0.07,EUR,481.31,
02-03-2020,15:54,02-03-2020,CARNIVAL CORP,PA1436583006,Crédito de divisa,1.1124,USD,635.40,USD,0.00,6e7c2beb-0903-49c6-bf56-1aa9525449f8
02-03-2020,15:54,02-03-2020,CARNIVAL CORP,PA1436583006,Levantamento de divisa,,EUR,-571.20,EUR,481.23,6e7c2beb-0903-49c6-bf56-1aa9525449f8
02-03-2020,15:54,02-03-2020,CARNIVAL CORP,PA1436583006,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,1052.43,6e7c2beb-0903-49c6-bf56-1aa9525449f8
02-03-2020,15:54,02-03-2020,CARNIVAL CORP,PA1436583006,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.07,EUR,1052.93,6e7c2beb-0903-49c6-bf56-1aa9525449f8
02-03-2020,15:54,02-03-2020,CARNIVAL CORP,PA1436583006,"Compra 20 Carnival Corp@31,77 USD (PA1436583006)",,USD,-635.40,USD,-635.40,6e7c2beb-0903-49c6-bf56-1aa9525449f8
28-02-2020,10:56,28-02-2020,,,Depósito,,EUR,600.00,EUR,1053.00,
26-02-2020,12:04,25-02-2020,EUR CASH FUND FUNDSHARE,NL0010661914,"Conversão do Fundo do Mercado Monetário: Compra 455,6961 @ 0,9875 EUR",,EUR,1.14,EUR,453.00,
25-02-2020,10:40,25-02-2020,,,Depósito,,EUR,450.00,EUR,451.86,
19-02-2020,12:04,18-02-2020,EUR CASH FUND FUNDSHARE,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 0,0127 @ 0,9876 EUR",,,,EUR,1.86,
18-02-2020,15:26,17-02-2020,EUR CASH FUND FUNDSHARE,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 124,9374 @ 0,9876 EUR",,EUR,-0.30,EUR,1.87,
14-02-2020,17:44,14-02-2020,CALLON PETROLEUM,US13123X1028,Crédito de divisa,1.0832,USD,132.94,USD,0.00,aa81602a-04f5-4f62-8ffa-2e2e8a191664
14-02-2020,17:44,14-02-2020,CALLON PETROLEUM,US13123X1028,Levantamento de divisa,,EUR,-122.73,EUR,2.16,aa81602a-04f5-4f62-8ffa-2e2e8a191664
14-02-2020,17:44,14-02-2020,CALLON PETROLEUM,US13123X1028,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,124.89,aa81602a-04f5-4f62-8ffa-2e2e8a191664
14-02-2020,17:44,14-02-2020,CALLON PETROLEUM,US13123X1028,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.17,EUR,125.39,aa81602a-04f5-4f62-8ffa-2e2e8a191664
14-02-2020,17:44,14-02-2020,CALLON PETROLEUM,US13123X1028,"Compra 46 Callon Petroleum@2,89 USD (US13123X1028)",,USD,-132.94,USD,-132.94,aa81602a-04f5-4f62-8ffa-2e2e8a191664
04-02-2020,12:04,03-02-2020,EUR CASH FUND FUNDSHARE,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 7,5919 @ 0,9878 EUR",,EUR,-0.02,EUR,125.56,
03-02-2020,10:13,31-01-2020,,,Custo de Conectividade DEGIRO 2020 (New York Stock Exchange - NSY),,EUR,-2.50,EUR,125.58,
03-02-2020,10:13,31-01-2020,,,Custo de Conectividade DEGIRO 2020 (Nasdaq - NDQ),,EUR,-2.50,EUR,128.08,
03-02-2020,10:13,31-01-2020,,,Custo de Conectividade DEGIRO 2020 (Xetra - XET),,EUR,-2.50,EUR,130.58,
31-01-2020,12:04,30-01-2020,EUR CASH FUND FUNDSHARE,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 576,0805 @ 0,9879 EUR",,EUR,-1.21,EUR,133.08,
30-01-2020,15:38,30-01-2020,META PLATFORMS INC,US30303M1027,Crédito de divisa,1.1006,USD,625.80,USD,0.00,7b7389b4-0606-42b5-ad91-018db815fcaa
30-01-2020,15:38,30-01-2020,META PLATFORMS INC,US30303M1027,Levantamento de divisa,,EUR,-568.60,EUR,134.29,7b7389b4-0606-42b5-ad91-018db815fcaa
30-01-2020,15:38,30-01-2020,META PLATFORMS INC,US30303M1027,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,702.89,7b7389b4-0606-42b5-ad91-018db815fcaa
30-01-2020,15:38,30-01-2020,META PLATFORMS INC,US30303M1027,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.01,EUR,703.39,7b7389b4-0606-42b5-ad91-018db815fcaa
30-01-2020,15:38,30-01-2020,META PLATFORMS INC,US30303M1027,"Compra 3 Meta Platforms Inc@208,6 USD (US30303M1027)",,USD,-625.80,USD,-625.80,7b7389b4-0606-42b5-ad91-018db815fcaa
30-01-2020,12:05,29-01-2020,EUR CASH FUND FUNDSHARE,NL0010661914,"Conversão do Fundo do Mercado Monetário: Compra 0,0371 @ 0,9879 EUR",,,,EUR,703.40,
29-01-2020,12:04,28-01-2020,EUR CASH FUND FUNDSHARE,NL0010661914,"Conversão do Fundo do Mercado Monetário: Compra 366,5689 @ 0,9879 EUR",,EUR,0.77,EUR,703.40,
27-01-2020,16:50,27-01-2020,CALLON PETROLEUM,US13123X1028,Levantamento de divisa,1.1026,USD,-400.40,USD,0.00,769b4041-0cbc-4f45-a6cd-0fb020be7789
27-01-2020,16:50,27-01-2020,CALLON PETROLEUM,US13123X1028,Crédito de divisa,,EUR,363.14,EUR,702.63,769b4041-0cbc-4f45-a6cd-0fb020be7789
27-01-2020,16:50,27-01-2020,CALLON PETROLEUM,US13123X1028,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,339.49,769b4041-0cbc-4f45-a6cd-0fb020be7789
27-01-2020,16:50,27-01-2020,CALLON PETROLEUM,US13123X1028,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.47,EUR,339.99,769b4041-0cbc-4f45-a6cd-0fb020be7789
27-01-2020,16:50,27-01-2020,CALLON PETROLEUM,US13123X1028,"Venda 130 Callon Petroleum@3,08 USD (US13123X1028)",,USD,400.40,USD,400.40,769b4041-0cbc-4f45-a6cd-0fb020be7789
24-01-2020,12:04,23-01-2020,EUR CASH FUND FUNDSHARE,NL0010661914,"Conversão do Fundo do Mercado Monetário: Compra 320,9411 @ 0,988 EUR",,EUR,0.64,EUR,340.46,
22-01-2020,16:29,22-01-2020,CALLON PETROLEUM,US13123X1028,Crédito de divisa,1.1065,USD,354.00,USD,0.00,0c9f8766-e14c-4c05-80d3-ea3972eebe7b
22-01-2020,16:29,22-01-2020,CALLON PETROLEUM,US13123X1028,Levantamento de divisa,,EUR,-319.93,EUR,339.82,0c9f8766-e14c-4c05-80d3-ea3972eebe7b
22-01-2020,16:29,22-01-2020,CALLON PETROLEUM,US13123X1028,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,659.75,0c9f8766-e14c-4c05-80d3-ea3972eebe7b
22-01-2020,16:29,22-01-2020,CALLON PETROLEUM,US13123X1028,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.36,EUR,660.25,0c9f8766-e14c-4c05-80d3-ea3972eebe7b
22-01-2020,16:29,22-01-2020,CALLON PETROLEUM,US13123X1028,"Compra 100 Callon Petroleum@3,54 USD (US13123X1028)",,USD,-354.00,USD,-354.00,0c9f8766-e14c-4c05-80d3-ea3972eebe7b
22-01-2020,16:17,22-01-2020,WIRECARD AG,DE0007472060,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-4.00,EUR,660.61,83cbc850-c74c-4ec4-8965-3e90f9ace5a1
22-01-2020,16:17,22-01-2020,WIRECARD AG,DE0007472060,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.37,EUR,664.61,83cbc850-c74c-4ec4-8965-3e90f9ace5a1
22-01-2020,16:17,22-01-2020,WIRECARD AG,DE0007472060,"Venda 5 Wirecard AG@128,45 EUR (DE0007472060)",,EUR,642.25,EUR,664.98,83cbc850-c74c-4ec4-8965-3e90f9ace5a1
21-01-2020,12:04,20-01-2020,EUR CASH FUND FUNDSHARE,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 243,3594 @ 0,9879 EUR",,EUR,-0.51,EUR,22.73,
20-01-2020,12:05,17-01-2020,EUR CASH FUND FUNDSHARE,NL0010661914,"Conversão do Fundo do Mercado Monetário: Vende 324,2072 @ 0,9879 EUR",,EUR,-0.68,EUR,23.24,
17-01-2020,18:15,17-01-2020,CALLON PETROLEUM,US13123X1028,Crédito de divisa,1.1083,USD,630.40,USD,0.00,5aae2939-b748-4f68-bbb4-eae27a76ef22
17-01-2020,18:15,17-01-2020,CALLON PETROLEUM,US13123X1028,Levantamento de divisa,,EUR,-568.80,EUR,23.92,5aae2939-b748-4f68-
,,,,,,,,,,,bbb4-eae27a76ef22
17-01-2020,18:15,17-01-2020,CALLON PETROLEUM,US13123X1028,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,592.72,5aae2939-b748-4f68-bbb4-eae27a76ef22
17-01-2020,18:15,17-01-2020,CALLON PETROLEUM,US13123X1028,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.58,EUR,593.22,5aae2939-b748-4f68-bbb4-eae27a76ef22
17-01-2020,18:15,17-01-2020,CALLON PETROLEUM,US13123X1028,"Compra 160 Callon Petroleum@3,94 USD (US13123X1028)",,USD,-630.40,USD,-630.40,5aae2939-b748-4f68-bbb4-eae27a76ef22
17-01-2020,17:11,17-01-2020,CHINA SXT PHARMACEUTICALS,VGG2161P1080,Levantamento de divisa,1.1102,USD,-92.00,USD,0.00,18219776-0678-46b1-b005-173d099815fd
17-01-2020,17:11,17-01-2020,CHINA SXT PHARMACEUTICALS,VGG2161P1080,Crédito de divisa,,EUR,82.87,EUR,593.80,18219776-0678-46b1-b005-173d099815fd
17-01-2020,17:11,17-01-2020,CHINA SXT PHARMACEUTICALS,VGG2161P1080,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.36,EUR,510.93,18219776-0678-46b1-b005-173d099815fd
17-01-2020,17:11,17-01-2020,CHINA SXT PHARMACEUTICALS,VGG2161P1080,Levantamento de divisa,1.1102,USD,-92.00,USD,92.00,18219776-0678-46b1-b005-173d099815fd
17-01-2020,17:11,17-01-2020,CHINA SXT PHARMACEUTICALS,VGG2161P1080,Crédito de divisa,,EUR,82.87,EUR,511.29,18219776-0678-46b1-b005-173d099815fd
17-01-2020,17:11,17-01-2020,CHINA SXT PHARMACEUTICALS,VGG2161P1080,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.36,EUR,428.42,18219776-0678-46b1-b005-173d099815fd
17-01-2020,17:11,17-01-2020,CHINA SXT PHARMACEUTICALS,VGG2161P1080,Levantamento de divisa,1.1102,USD,-184.00,USD,184.00,18219776-0678-46b1-b005-173d099815fd
17-01-2020,17:11,17-01-2020,CHINA SXT PHARMACEUTICALS,VGG2161P1080,Crédito de divisa,,EUR,165.73,EUR,428.78,18219776-0678-46b1-b005-173d099815fd
17-01-2020,17:11,17-01-2020,CHINA SXT PHARMACEUTICALS,VGG2161P1080,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.50,EUR,263.05,18219776-0678-46b1-b005-173d099815fd
17-01-2020,17:11,17-01-2020,CHINA SXT PHARMACEUTICALS,VGG2161P1080,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.72,EUR,263.55,18219776-0678-46b1-b005-173d099815fd
17-01-2020,17:11,17-01-2020,CHINA SXT PHARMACEUTICALS,VGG2161P1080,"Venda 100 China SXT Pharmaceuticals@0,92 USD (VGG2161P1080)",,USD,92.00,USD,368.00,18219776-0678-46b1-b005-173d099815fd
17-01-2020,17:11,17-01-2020,CHINA SXT PHARMACEUTICALS,VGG2161P1080,"Venda 100 China SXT Pharmaceuticals@0,92 USD (VGG2161P1080)",,USD,92.00,USD,276.00,18219776-0678-46b1-b005-173d099815fd
17-01-2020,17:11,17-01-2020,CHINA SXT PHARMACEUTICALS,VGG2161P1080,"Venda 200 China SXT Pharmaceuticals@0,92 USD (VGG2161P1080)",,USD,184.00,USD,184.00,18219776-0678-46b1-b005-173d099815fd
17-01-2020,14:27,16-01-2020,EUR CASH FUND FUNDSHARE,NL0010661914,"Conversão do Fundo do Mercado Monetário: Compra 391,4294 @ 0,9881 EUR",,EUR,0.74,EUR,264.27,
16-01-2020,19:40,16-01-2020,CHINA SXT PHARMACEUTICALS,VGG2161P1080,Crédito de divisa,1.1121,USD,91.99,USD,0.00,fc6e3489-14a4-4144-80f1-996cd38f7ef4
16-01-2020,19:40,16-01-2020,CHINA SXT PHARMACEUTICALS,VGG2161P1080,Levantamento de divisa,,EUR,-82.72,EUR,263.53,fc6e3489-14a4-4144-80f1-996cd38f7ef4
16-01-2020,19:40,16-01-2020,CHINA SXT PHARMACEUTICALS,VGG2161P1080,Comissões de transação DEGIRO e/ou taxas de terceiros,,EUR,-0.36,EUR,346.25,fc6e3489-14a4-4144-80f1-996cd38f7ef4
16-01-2020,19:40,16-01-2020,CHINA SXT PHARMACEUTICALS,VGG2161P1080,Crédito de divisa,1.1121,USD,91.99,USD,-91.99,fc6e3489-14a4-4144-80f1-996cd38f7ef4
