Data,Hora,Produto,ISIN,Bolsa de,Bolsa,Quantidade,Preços,,Valor local,,Valor,,Taxa de Câmbio,Custos de transação,,Total,,ID da Ordem
11-05-2020,17:31,CALLON PETROLEUM COMPA,US13123X1028,NSY,"ARCX, BATS, EDGX, IEXG, XNAS, XNYS",-2800,0.8400,USD,2352.00,USD,2175.19,EUR,1.0813,-10.36,EUR,2164.83,EUR,6bb0f997-af1b-4101-b3ce-c784fce66d7c
11-05-2020,17:31,CALLON PETROLEUM COMPA,US13123X1028,NSY,EDGX,-200,0.8400,USD,168.00,USD,155.38,EUR,1.0812,-1.24,EUR,154.14,EUR,6bb0f997-af1b-4101-b3ce-c784fce66d7c
08-05-2020,16:13,EURONAV NV ORDINARY SH,BE0003816338,NSY,XNAS,50,10.0800,USD,-504.00,USD,-465.55,EUR,1.0826,-0.68,EUR,-466.23,EUR,437e8b83-bff9-4530-8409-5ad045ca2267
08-05-2020,16:05,META PLATFORMS INC,US30303M1027,NDQ,XNAS,-10,212.3500,USD,2123.50,USD,1963.12,EUR,1.0817,-0.54,EUR,1962.58,EUR,392a7761-446a-47ac-8b12-5716b6724855
05-05-2020,15:33,SCORPIO TANKERS INC. C,MHY7542C1306,NSY,CDED,50,21.8700,USD,-1093.50,USD,-1006.17,EUR,1.0868,-0.68,EUR,-1006.85,EUR,a95d9b65-1b01-4095-aa76-59026cd429e1
30-04-2020,21:15,CALLON PETROLEUM COMPA,US13123X1028,NSY,BATS,49,0.8800,USD,-43.12,USD,-39.35,EUR,1.0959,-0.18,EUR,-39.53,EUR,9422f7df-e23a-44fc-b9a2-371a7577014d
30-04-2020,21:15,CALLON PETROLEUM COMPA,US13123X1028,NSY,BATS,100,0.8800,USD,-88.00,USD,-80.31,EUR,1.0958,-0.87,EUR,-81.18,EUR,9422f7df-e23a-44fc-b9a2-371a7577014d
24-04-2020,19:15,LAREDO PETROLEUM INC.,US5168061068,NSY,SOHO,-1500,0.7529,USD,1129.35,USD,1046.76,EUR,1.0789,-6.07,EUR,1040.69,EUR,3de54269-9fd4-4e02-b371-d62f39b139ee
24-04-2020,16:55,LAREDO PETROLEUM INC.,US5168061068,NSY,"ARCX, BATS",1313,0.8200,USD,-1076.66,USD,-995.56,EUR,1.0815,-4.86,EUR,-1000.42,EUR,c83c3bd1-7f63-4421-9dee-6b2edf84aa27
24-04-2020,16:55,LAREDO PETROLEUM INC.,US5168061068,NSY,BATS,187,0.8200,USD,-153.34,USD,-141.80,EUR,1.0814,-1.19,EUR,-142.99,EUR,c83c3bd1-7f63-4421-9dee-6b2edf84aa27
24-04-2020,16:22,LAREDO PETROLEUM INC.,US5168061068,NSY,CDED,-1500,0.8052,USD,1207.78,USD,1116.74,EUR,1.0815,-6.05,EUR,1110.69,EUR,43fcf66c-5e63-453b-9b98-03e170ddadf1
24-04-2020,15:46,LAREDO PETROLEUM INC.,US5168061068,NSY,MSPL,1500,0.9329,USD,-1399.35,USD,-1296.54,EUR,1.0793,-6.06,EUR,-1302.60,EUR,a7e75f7d-d302-4123-91b1-7d145e2b484f
24-04-2020,15:33,LAREDO PETROLEUM INC.,US5168061068,NSY,"ARCX, BATS, IEXG, XNAS, XNYS",-1000,0.9200,USD,920.00,USD,851.67,EUR,1.0802,-4.20,EUR,847.47,EUR,ba4241d4-27d7-4564-b258-516e483740b6
24-04-2020,15:30,LAREDO PETROLEUM INC.,US5168061068,NSY,CDED,1000,0.9000,USD,-900.00,USD,-833.10,EUR,1.0803,-4.21,EUR,-837.31,EUR,692757f7-7c33-47e7-a9cc-e3003834c2d1
20-04-2020,15:42,CALLON PETROLEUM COMPA,US13123X1028,NSY,CDED,1000,0.3999,USD,-399.87,USD,-367.87,EUR,1.0870,-4.19,EUR,-372.06,EUR,b58f9d25-8777-4a87-9118-6ab2bc2cba93
18-03-2020,19:07,CALLON PETROLEUM COMPA,US13123X1028,NSY,XNAS,600,0.4000,USD,-240.00,USD,-221.59,EUR,1.0831,-2.72,EUR,-224.31,EUR,b0dedaca-0ce1-440f-ad4b-8f678f323159
16-03-2020,15:32,CALLON PETROLEUM COMPA,US13123X1028,NSY,BATS,800,0.6300,USD,-504.00,USD,-452.54,EUR,1.1137,-3.37,EUR,-455.91,EUR,f34441be-b5e6-433a-b0e5-4583554b91c1
16-03-2020,15:29,CARNIVAL CORPORATION C,PA1436583006,NSY,BATS,22,16.1000,USD,-354.20,USD,-318.10,EUR,1.1135,-0.58,EUR,-318.68,EUR,3797a4d5-04d7-431a-a8ad-b1d2d121ffcc
04-03-2020,17:50,CALLON PETROLEUM COMPA,US13123X1028,NSY,"CDED, MSPL",275,1.9100,USD,-525.25,USD,-471.99,EUR,1.1128,-1.49,EUR,-473.48,EUR,c164cb16-98af-413c-a1b9-573671334a65
02-03-2020,15:54,CARNIVAL CORPORATION C,PA1436583006,NSY,XNYS,20,31.7700,USD,-635.40,USD,-570.63,EUR,1.1135,-0.57,EUR,-571.20,EUR,6e7c2beb-0903-49c6-bf56-1aa9525449f8
14-02-2020,17:44,CALLON PETROLEUM COMPA,US13123X1028,NSY,CDED,46,2.8900,USD,-132.94,USD,-122.60,EUR,1.0843,-0.67,EUR,-123.27,EUR,aa81602a-04f5-4f62-8ffa-2e2e8a191664
30-01-2020,15:37,META PLATFORMS INC,US30303M1027,NDQ,XNAS,3,208.6000,USD,-625.80,USD,-568.03,EUR,1.1017,-0.51,EUR,-568.54,EUR,7b7389b4-0606-42b5-ad91-018db815fcaa
27-01-2020,16:50,CALLON PETROLEUM COMPA,US13123X1028,NSY,ARCX,-130,3.0800,USD,400.40,USD,363.50,EUR,1.1015,-0.97,EUR,362.53,EUR,769b4041-0cbc-4f45-a6cd-0fb020be7789
22-01-2020,16:29,CALLON PETROLEUM COMPA,US13123X1028,NSY,XNAS,100,3.5400,USD,-354.00,USD,-319.61,EUR,1.1076,-0.86,EUR,-320.47,EUR,0c9f8766-e14c-4c05-80d3-ea3972eebe7b
22-01-2020,16:17,WIRECARD AG,DE0007472060,XET,XETU,-5,128.4500,EUR,642.25,EUR,642.25,EUR,,-4.37,EUR,637.88,EUR,83cbc850-c74c-4ec4-8965-3e90f9ace5a1
17-01-2020,18:15,CALLON PETROLEUM COMPA,US13123X1028,NSY,XNAS,160,3.9400,USD,-630.40,USD,-568.23,EUR,1.1094,-1.08,EUR,-569.31,EUR,5aae2939-b748-4f68-bbb4-eae27a76ef22
17-01-2020,17:11,CHINA SXT PHARMACEUTIC,VGG2161P1080,NDQ,"ARCX, EDGX, XNAS",-400,0.9200,USD,368.00,USD,331.79,EUR,1.1091,-1.94,EUR,329.85,EUR,18219776-0678-46b1-b005-173d099815fd
16-01-2020,19:40,CHINA SXT PHARMACEUTIC,VGG2161P1080,NDQ,CDED,200,0.9199,USD,-183.98,USD,-165.27,EUR,1.1132,-0.72,EUR,-165.99,EUR,fc6e3489-14a4-4144-80f1-996cd38f7ef4
16-01-2020,19:09,CHINA SXT PHARMACEUTIC,VGG2161P1080,NDQ,XNAS,100,0.9100,USD,-91.00,USD,-81.73,EUR,1.1134,-0.36,EUR,-82.09,EUR,fc6e3489-14a4-4144-80f1-996cd38f7ef4
16-01-2020,19:08,CHINA SXT PHARMACEUTIC,VGG2161P1080,NDQ,XNAS,100,0.9100,USD,-91.00,USD,-81.73,EUR,1.1134,-0.86,EUR,-82.59,EUR,fc6e3489-14a4-4144-80f1-996cd38f7ef4
16-01-2020,18:10,AURORA CANNABIS INC. C,CA05156X1087,NSY,EDGX,-305,2.1700,USD,661.85,USD,594.47,EUR,1.1133,-1.60,EUR,592.87,EUR,9f171109-33fe-4ec4-ad76-6589c40b8808
16-01-2020,16:27,AURORA CANNABIS INC. C,CA05156X1087,NSY,XNYS,305,2.1300,USD,-649.65,USD,-583.32,EUR,1.1137,-1.60,EUR,-584.92,EUR,cb1f2282-b0fe-4fbe-9dfb-1f5a68780a72
16-01-2020,16:16,AURORA CANNABIS INC. C,CA05156X1087,NSY,EDGX,-300,2.1800,USD,654.00,USD,587.08,EUR,1.1140,-1.58,EUR,585.50,EUR,8acfa949-2d15-4234-b743-7d86ef60ec4d
16-01-2020,16:01,AURORA CANNABIS INC. C,CA05156X1087,NSY,"EDGX, XNYS",300,2.1500,USD,-645.00,USD,-578.82,EUR,1.1143,-1.58,EUR,-580.40,EUR,e979e49d-c4a8-421a-98ad-da1cdfd5b49e
16-01-2020,10:55,WIRECARD AG,DE0007472060,XET,XETU,5,126.5000,EUR,-632.50,EUR,-632.50,EUR,,-4.37,EUR,-636.87,EUR,b37deb31-18df-47a9-8037-f7d5ad515fc2
15-01-2020,17:04,BERKSHIRE HATHAWAY INC,US0846707026,NSY,BATS,-5,228.6000,USD,1143.00,USD,1025.12,EUR,1.1150,-0.52,EUR,1024.60,EUR,958a603f-31aa-4454-ae1a-b6d21128f3f5
14-01-2020,19:46,META PLATFORMS INC,US30303M1027,NDQ,BATS,7,219.4500,USD,-1536.15,USD,-1379.82,EUR,1.1133,-0.53,EUR,-1380.35,EUR,79413f61-816d-4a72-8f8d-5e5764bfc11f
14-01-2020,16:37,AURORA CANNABIS INC. C,CA05156X1087,NSY,ARCX,-1000,1.7200,USD,1720.00,USD,1546.62,EUR,1.1121,-4.10,EUR,1542.52,EUR,bf98e731-8cc3-4117-b218-9e05f74475f2
14-01-2020,15:49,AURORA CANNABIS INC. C,CA05156X1087,NSY,"CDED, MSPL",1000,1.6700,USD,-1670.00,USD,-1502.00,EUR,1.1119,-4.10,EUR,-1506.10,EUR,7a1166f6-22a7-41a0-8c1d-e8c5da16e19c
14-01-2020,15:47,BERKSHIRE HATHAWAY INC,US0846707026,NSY,ARCX,-7,227.5100,USD,1592.57,USD,1432.30,EUR,1.1119,-0.53,EUR,1431.77,EUR,3264aecf-a5e9-4ee1-a6ca-c62ddde1a0a0
14-01-2020,15:38,ADVANCED MICRO DEVICES,US0079031078,NDQ,ARCX,-2,48.8500,USD,97.70,USD,87.90,EUR,1.1115,-0.51,EUR,87.39,EUR,aa5104ef-b2d5-4eba-856b-a9891c0bb9a0
10-01-2020,21:54,ADVANCED MICRO DEVICES,US0079031078,NDQ,CDED,2,48.0600,USD,-96.12,USD,-86.44,EUR,1.1119,-0.51,EUR,-86.95,EUR,d76edb27-3670-4fb4-9a08-3b2ff60c45f9
09-01-2020,20:53,BERKSHIRE HATHAWAY INC,US0846707026,NSY,XNAS,12,228.4000,USD,-2740.80,USD,-2467.41,EUR,1.1108,-0.54,EUR,-2467.95,EUR,3a61df63-0aa4-4328-b489-356d705a0ac7
08-01-2020,18:22,META PLATFORMS INC,US30303M1027,NDQ,ARCX,-13,215.0000,USD,2795.00,USD,2513.71,EUR,1.1119,-0.55,EUR,2513.16,EUR,12969e68-540d-4306-b986-98239268d163
07-01-2020,15:43,META PLATFORMS INC,US30303M1027,NDQ,XNAS,13,211.9700,USD,-2755.61,USD,-2470.41,EUR,1.1154,-0.55,EUR,-2470.96,EUR,57ba90f2-a64f-4733-82d6-1e89de024826
13-12-2019,16:07,VISA INC.,US92826C8394,NSY,CDED,-4,184.5700,USD,738.28,USD,662.68,EUR,1.1141,-0.51,EUR,662.17,EUR,709ee4fb-1605-4c13-846a-b2b210515101
13-12-2019,16:05,CISCO SYSTEMS INC. -,US17275R1023,NDQ,XNYS,-6,46.0000,USD,276.00,USD,247.47,EUR,1.1153,-0.52,EUR,246.95,EUR,b3be464f-7030-44e9-af71-19508e3b5f17
13-12-2019,15:32,MICROSOFT CORPORATION,US5949181045,NDQ,XNAS,-6,153.3000,USD,919.80,USD,825.02,EUR,1.1149,-0.52,EUR,824.50,EUR,7f6158b0-f1f9-4575-95e3-800f1eaae7bf
12-12-2019,17:47,CISCO SYSTEMS INC. -,US17275R1023,NDQ,XPSX,-20,45.5000,USD,910.00,USD,818.79,EUR,1.1114,-0.57,EUR,818.22,EUR,11fd232e-fd32-45e7-9336-39e1f82f74c2
15-11-2019,15:32,CISCO SYSTEMS INC. -,US17275R1023,NDQ,ARCX,26,45.4000,USD,-1180.40,USD,-1069.20,EUR,1.1040,-0.59,EUR,-1069.79,EUR,9d830342-ea9f-44af-8003-e89614b2cda4
08-11-2019,15:47,MICROSOFT CORPORATION,US5949181045,NDQ,XNAS,6,144.2500,USD,-865.50,USD,-784.97,EUR,1.1026,-0.52,EUR,-785.49,EUR,70231bb4-e907-4fa9-a42e-140c26035e1d
06-11-2019,15:55,VISA INC.,US92826C8394,NSY,CDED,4,177.2900,USD,-709.16,USD,-639.92,EUR,1.1082,-0.51,EUR,-640.43,EUR,3ca5abf9-80db-4afd-a1e4-fb8ef2d5657d
